Chainage ID,Chainage Start (km),Chainage End (km),Section,Section Name,Station,Geometry Type,Level Crossing,IRJ,Turnout,Bridge,Fixed Asset?, WZ Level Crossing   , WZ IRJ , WZ Turnout , WZ Bridge , Asset Warning Zone? ,GBFI Max Avg,GBFI Avg of Avg,# Reasonably Fouled,# Fouled,# Highly Fouled,Fouled Zone?,Ballast Centre (m),Ballast <250mm?,Open TSR?,TSR Open Days,TSR History?,2025,2024,2023,2022,TQI Count,TQI Max Value, TQI Score , TQI Trend ,TQI Status,SF Accel West,SF Accel East,Suspension Travel,Rock,Bounce,DTF S1,DTF S2,DTF S3,DTF Worst Case ,Getting Worse?,Plainline Treatment,PL Treatment Override,Level Crossing Treatment,IRJ Treatment,Turnout Treatment,Bridge TrackTreatment,Problem Zone,Problem Zone Group #,Problem Zone Length
CHAIN-SML-S-01764-E-01765-MAINLINE,176.39999999999424,176.49999999999423,ML Section L7,Nunna-2,,Mild Curve,0,0,0,0,No,0,0,0,0,No,20.5,17.319047619047623,1,0,0,Yes,0.27000000000000024,No,Yes,198.58333333333576,No,0,0,0,0,2,28.9335,0.57867,,Poor,0,0,0,0,0,0,0,0,,0,Tamp Only,Tamp Only,No treatment,No treatment,No treatment,No treatment,1,5.0,1100.0
CHAIN-SML-S-01765-E-01766-MAINLINE,176.49999999999423,176.59999999999422,ML Section L7,Nunna-2,,Mild Curve,0,0,0,0,No,0,0,0,0,No,22.1,19.061904761904763,7,0,0,Yes,0.2367000000000004,Yes,Yes,198.58333333333576,No,0,0,0,0,2,27.5895,0.55179,,Poor,0,0,0,0,0,0,0,0,,0,Lift & Tamp,Lift & Tamp,No treatment,No treatment,No treatment,No treatment,1,5.0,1100.0
CHAIN-SML-S-01766-E-01767-MAINLINE,176.59999999999422,176.69999999999422,ML Section L7,Nunna-2,,Mild Curve,0,0,0,0,No,0,0,0,0,No,22.6,19.709523809523812,6,0,0,Yes,0.23159999999999992,Yes,Yes,198.58333333333576,No,0,0,0,0,2,27.5895,0.55179,,Poor,0,0,0,0,0,0,0,0,,0,Lift & Tamp,Lift & Tamp,No treatment,No treatment,No treatment,No treatment,1,5.0,1100.0
CHAIN-SML-S-01767-E-01768-MAINLINE,176.69999999999422,176.7999999999942,ML Section L7,Nunna-2,,Mild Curve,0,0,0,0,No,0,0,0,0,No,19.5,16.78095238095238,0,0,0,No,0.2866999999999999,No,Yes,198.58333333333576,No,0,0,0,0,2,22.8285,0.45657,,Poor,0,0,0,0,0,0,0,0,,0,Tamp Only,Tamp Only,No treatment,No treatment,No treatment,No treatment,1,5.0,1100.0
CHAIN-SML-S-01768-E-01769-MAINLINE,176.7999999999942,176.8999999999942,ML Section L7,Nunna-2,,Mild Curve,0,0,0,0,No,0,0,0,0,No,21.0,18.085714285714282,4,0,0,Yes,0.24559999999999998,Yes,Yes,198.58333333333576,No,0,0,0,0,2,21.951,0.43902,,Poor,0,0,0,0,0,0,0,0,,0,Lift & Tamp,Lift & Tamp,No treatment,No treatment,No treatment,No treatment,1,5.0,1100.0
CHAIN-SML-S-01769-E-01770-MAINLINE,176.8999999999942,176.9999999999942,ML Section L7,Nunna-2,,Mild Curve,0,0,0,0,No,0,0,0,0,No,19.4,17.89047619047619,0,0,0,No,0.21480000000000032,Yes,Yes,198.58333333333576,No,0,0,0,0,2,21.951,0.43902,,Poor,0,0,0,0,0,0,0,0,,0,Lift & Tamp,Lift & Tamp,No treatment,No treatment,No treatment,No treatment,1,5.0,1100.0
CHAIN-SML-S-01770-E-01771-MAINLINE,176.9999999999942,177.0999999999942,ML Section L7,Nunna-2,,Mild Curve,0,0,0,0,No,0,0,0,0,No,21.1,18.990476190476187,4,0,0,Yes,0.18240000000000017,Yes,Yes,198.58333333333576,No,0,0,0,0,2,19.074,0.38148000000000004,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-01771-E-01772-MAINLINE,177.0999999999942,177.1999999999942,ML Section L7,Nunna-2,,Mild Curve,0,0,0,0,No,0,0,0,0,No,22.3,18.523809523809522,5,0,0,Yes,0.21879999999999983,Yes,Yes,198.58333333333576,No,0,0,0,0,2,19.908,0.39816,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-01772-E-01773-MAINLINE,177.1999999999942,177.29999999999418,ML Section L7,Nunna-2,,Mild Curve,0,0,0,0,No,0,0,0,0,No,20.8,18.428571428571434,2,0,0,Yes,0.2062000000000001,Yes,Yes,198.58333333333576,No,0,0,0,0,2,20.2695,0.40539000000000003,,Poor,0,0,0,0,0,0,0,0,,0,Lift & Tamp,Lift & Tamp,No treatment,No treatment,No treatment,No treatment,1,6.0,200.0
CHAIN-SML-S-01773-E-01774-MAINLINE,177.29999999999418,177.39999999999418,ML Section L7,Nunna-2,,Mild Curve,0,0,0,0,No,0,0,0,0,No,19.8,16.87619047619047,0,0,0,No,0.19950000000000018,Yes,Yes,198.58333333333576,Yes,0,0,1,0,2,20.2695,0.40539000000000003,,Poor,0,0,0,0,0,0,0,0,,0,Lift & Tamp,Lift & Tamp,No treatment,No treatment,No treatment,No treatment,1,6.0,200.0
CHAIN-SML-S-01774-E-01775-MAINLINE,177.39999999999418,177.49999999999417,ML Section L7,Nunna-2,,Mild Curve,0,0,0,0,No,0,0,0,0,No,20.5,17.461904761904762,2,0,0,Yes,0.18029999999999974,Yes,Yes,198.58333333333576,Yes,0,0,1,0,2,15.558,0.31116,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-01775-E-01776-MAINLINE,177.49999999999417,177.59999999999417,ML Section L7,Nunna-2,,Mild Curve,0,0,0,0,No,0,0,0,0,No,22.8,19.209523809523812,6,0,0,Yes,0.2281999999999998,Yes,Yes,198.58333333333576,Yes,0,0,1,0,2,15.558,0.31116,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-01776-E-01777-MAINLINE,177.59999999999417,177.69999999999416,ML Section L7,Nunna-2,,Mild Curve,0,0,0,0,No,0,0,0,0,No,23.1,19.866666666666667,11,0,0,Yes,0.22899999999999998,Yes,Yes,198.58333333333576,Yes,0,0,1,0,2,17.079,0.34158,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-01777-E-01778-MAINLINE,177.69999999999416,177.79999999999416,ML Section L7,Nunna-2,,Mild Curve,0,0,0,0,No,0,0,0,0,No,23.8,18.004761904761903,5,0,0,Yes,0.2591000000000003,No,Yes,198.58333333333576,No,0,0,0,0,2,17.079,0.34158,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-01778-E-01779-MAINLINE,177.79999999999416,177.89999999999415,ML Section L7,Nunna-2,,Mild Curve,0,0,0,0,No,0,0,0,0,No,22.5,17.547619047619044,3,0,0,Yes,0.2548999999999999,No,Yes,198.58333333333576,No,0,0,0,0,2,16.5555,0.33110999999999996,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-01779-E-01780-MAINLINE,177.89999999999415,177.99999999999415,ML Section L7,Nunna-2,,Mild Curve,0,0,0,0,No,0,0,0,0,No,23.0,17.69047619047619,4,0,0,Yes,0.236010101010101,Yes,Yes,198.58333333333576,No,0,0,0,0,2,20.823,0.41646,,Poor,0,0,0,0,0,0,0,0,,0,Lift & Tamp,Lift & Tamp,No treatment,No treatment,No treatment,No treatment,1,7.0,600.0
CHAIN-SML-S-01780-E-01781-MAINLINE,177.99999999999415,178.09999999999414,ML Section L7,Nunna-2,,Mild Curve,0,0,0,0,No,0,0,0,0,No,15.3,13.119047619047619,0,0,0,No,0.26300000000000034,No,Yes,198.58333333333576,Yes,0,1,0,0,2,23.775,0.4755,,Poor,0,0,0,0,0,0,0,0,,0,Tamp Only,Tamp Only,No treatment,No treatment,No treatment,No treatment,1,7.0,600.0
CHAIN-SML-S-01781-E-01782-MAINLINE,178.09999999999414,178.19999999999413,ML Section L7,Nunna-2,,Mild Curve,0,0,0,0,No,0,0,0,0,No,13.7,12.671428571428569,0,0,0,No,0.27020000000000005,No,Yes,198.58333333333576,Yes,0,1,0,0,2,23.775,0.4755,,Poor,0,0,0,0,0,0,0,0,,0,Tamp Only,Tamp Only,No treatment,No treatment,No treatment,No treatment,1,7.0,600.0
CHAIN-SML-S-01782-E-01783-MAINLINE,178.19999999999413,178.29999999999413,ML Section L7,Nunna-2,,Mild Curve,0,0,0,0,No,0,0,0,0,No,17.8,14.128571428571428,0,0,0,No,0.2707999999999999,No,Yes,198.58333333333576,Yes,0,1,0,0,2,25.062,0.50124,,Poor,0,0,0,0,0,0,0,0,,0,Tamp Only,Tamp Only,No treatment,No treatment,No treatment,No treatment,1,7.0,600.0
CHAIN-SML-S-01783-E-01784-MAINLINE,178.29999999999413,178.39999999999412,ML Section L7,Nunna-2,,Mild Curve,0,0,0,0,No,0,0,0,0,No,14.6,13.204761904761902,0,0,0,No,0.24159999999999981,Yes,Yes,198.58333333333576,Yes,0,1,0,0,2,25.062,0.50124,,Poor,0,0,0,0,0,0,0,0,,0,Lift & Tamp,Lift & Tamp,No treatment,No treatment,No treatment,No treatment,1,7.0,600.0
CHAIN-SML-S-01784-E-01785-MAINLINE,178.39999999999412,178.49999999999412,ML Section L7,Nunna-2,,Mild Curve,0,0,0,0,No,0,0,0,0,No,19.1,14.890476190476189,0,0,0,No,0.25510000000000016,No,Yes,198.58333333333576,Yes,0,1,0,0,2,31.0365,0.62073,,Critical,0,0,0,0,0,0,0,0,,0,Tamp Only,Tamp Only,No treatment,No treatment,No treatment,No treatment,1,7.0,600.0
CHAIN-SML-S-01785-E-01786-MAINLINE,178.49999999999412,178.5999999999941,ML Section L7,Nunna-2,,Tangent,1,0,0,0,Yes,0,0,0,0,No,167.7,54.442857142857164,2,5,12,Yes,0.2038000000000001,Yes,Yes,198.58333333333576,Yes,0,1,0,0,2,32.604,0.65208,,Critical,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-01786-E-01787-MAINLINE,178.5999999999941,178.6999999999941,ML Section L7,Nunna-2,,Tangent,0,0,0,0,No,0,0,0,0,No,37.4,19.185714285714283,1,3,0,Yes,0.20850000000000002,Yes,Yes,198.58333333333576,Yes,0,1,0,0,2,32.604,0.65208,,Critical,0,0,0,0,0,0,0,0,,0,Lift & Tamp,Lift & Tamp,No treatment,No treatment,No treatment,No treatment,1,8.0,100.0
CHAIN-SML-S-01787-E-01788-MAINLINE,178.6999999999941,178.7999999999941,ML Section L7,Nunna-2,,Tangent,0,0,0,0,No,0,0,0,0,No,17.0,16.06190476190476,0,0,0,No,0.1874999999999999,Yes,Yes,198.58333333333576,Yes,0,1,0,0,2,18.5085,0.37017000000000005,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-01788-E-01789-MAINLINE,178.7999999999941,178.8999999999941,ML Section L7,Nunna-2,,Tangent,0,0,0,0,No,0,0,0,0,No,18.5,16.11904761904762,0,0,0,No,0.2308000000000004,Yes,Yes,198.58333333333576,Yes,0,1,0,0,2,20.0265,0.40053,,Poor,0,0,0,0,0,0,0,0,,0,Lift & Tamp,Lift & Tamp,No treatment,No treatment,No treatment,No treatment,1,9.0,100.0
CHAIN-SML-S-01789-E-01790-MAINLINE,178.8999999999941,178.9999999999941,ML Section L7,Nunna-2,,Tangent,0,0,0,1,Yes,0,0,0,1,Yes,24.9,17.161904761904765,3,0,0,Yes,0.24650000000000016,Yes,Yes,198.58333333333576,Yes,0,1,0,0,2,22.179,0.44358,,Poor,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-01790-E-01791-MAINLINE,178.9999999999941,179.09999999999408,ML Section L7,Nunna-2,,Tangent,0,0,0,0,No,0,0,0,0,No,13.7,12.266666666666666,0,0,0,No,0.2891999999999999,No,Yes,198.58333333333576,Yes,0,1,0,0,2,22.179,0.44358,,Poor,0,0,0,0,0,0,0,0,,0,Tamp Only,Tamp Only,No treatment,No treatment,No treatment,No treatment,1,10.0,100.0
CHAIN-SML-S-01791-E-01792-MAINLINE,179.09999999999408,179.19999999999408,ML Section L7,Nunna-2,,Tangent,0,0,0,0,No,0,0,0,0,No,14.1,12.414285714285711,0,0,0,No,0.2694000000000002,No,No,0.0,Yes,0,1,0,0,2,14.547,0.29094000000000003,,Good,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-01792-E-01793-MAINLINE,179.19999999999408,179.29999999999407,ML Section L7,Nunna-2,,Tangent,0,0,0,0,No,0,0,0,0,No,14.4,12.342857142857145,0,0,0,No,0.2982999999999996,No,No,0.0,Yes,0,1,0,0,2,13.7025,0.27405,,Good,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-01793-E-01794-MAINLINE,179.29999999999407,179.39999999999407,ML Section L7,Nunna-2,,Tangent,0,0,0,0,No,0,0,0,0,No,14.4,12.271428571428574,0,0,0,No,0.24810000000000004,Yes,No,0.0,Yes,0,1,0,0,2,14.7855,0.29571000000000003,,Good,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-01794-E-01795-MAINLINE,179.39999999999407,179.49999999999406,ML Section L7,Nunna-2,,Tangent,0,0,0,0,No,0,0,0,0,No,16.0,12.92857142857143,0,0,0,No,0.22190000000000004,Yes,No,0.0,Yes,0,1,0,0,2,14.7855,0.29571000000000003,,Good,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-01795-E-01796-MAINLINE,179.49999999999406,179.59999999999405,ML Section L7,Nunna-2,,Tangent,0,0,0,0,No,0,0,0,0,No,14.1,12.766666666666667,0,0,0,No,0.2230999999999999,Yes,No,0.0,Yes,0,1,0,0,2,14.0355,0.28071,,Good,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-01796-E-01797-MAINLINE,179.59999999999405,179.69999999999405,ML Section L7,Nunna-2,,Tangent,0,0,0,0,No,0,0,0,0,No,15.7,13.185714285714285,0,0,0,No,0.23589999999999978,Yes,No,0.0,Yes,0,1,0,0,2,17.6745,0.35348999999999997,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-01797-E-01798-MAINLINE,179.69999999999405,179.79999999999404,ML Section L7,Nunna-2,,Mild Curve,0,0,0,0,No,0,0,0,0,No,16.3,13.095238095238095,0,0,0,No,0.24710000000000032,Yes,No,0.0,Yes,0,1,0,0,2,18.102,0.36204000000000003,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-01798-E-01799-MAINLINE,179.79999999999404,179.89999999999404,ML Section L7,Nunna-2,,Mild Curve,0,0,0,0,No,0,0,0,0,No,15.0,12.442857142857141,0,0,0,No,0.2867999999999998,No,No,0.0,Yes,0,1,0,0,2,18.102,0.36204000000000003,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
CHAIN-SML-S-01799-E-01800-MAINLINE,179.89999999999404,179.99999999999403,ML Section L7,Nunna-2,,Mild Curve,0,0,0,0,No,0,0,0,0,No,14.7,12.204761904761906,0,0,0,No,0.2792999999999999,No,No,0.0,Yes,0,1,0,0,2,16.56,0.3312,,Satisfactory,0,0,0,0,0,0,0,0,,0,No Treatment,No Treatment,No treatment,No treatment,No treatment,No treatment,0,,
